(73, 39289, 49, 350, 350, 59, 271, 271, 89, 352, 332, 0, 272, 200, 1, 117, 82, 2, 107, 94, 3, 94, 81, 4, 93, 84, 17, 277, 276, 19, 94, 93, 20, 17, 17, 21, 14, 14, 42, 358, 358, 43, 150, 150)
(73, 39289, 89, 359, 339, 0, 278, 203, 1, 118, 83, 2, 110, 96, 3, 97, 84, 4, 97, 88, 17, 281, 280, 19, 95, 94, 20, 17, 17, 21, 14, 14, 42, 367, 367, 43, 158, 158, 49, 359, 359, 59, 277, 277)
(73, 39289, 59, 285, 285, 89, 368, 348, 0, 285, 208, 1, 122, 86, 2, 114, 99, 3, 98, 85, 4, 100, 91, 17, 291, 290, 19, 98, 97, 20, 17, 17, 21, 14, 14, 42, 377, 377, 43, 158, 158, 49, 367, 367)
(73, 39289, 49, 374, 374, 59, 288, 288, 89, 378, 358, 0, 293, 212, 1, 125, 89, 2, 116, 101, 3, 101, 87, 4, 103, 94, 17, 294, 293, 19, 101, 100, 20, 20, 20, 21, 14, 14, 42, 387, 387, 43, 166, 166)
(73, 39289, 59, 298, 298, 89, 386, 365, 0, 298, 216, 1, 126, 90, 2, 121, 106, 3, 102, 88, 4, 104, 95, 17, 303, 302, 19, 103, 102, 20, 20, 20, 21, 14, 14, 42, 396, 396, 43, 168, 168, 49, 382, 382)
(73, 39289, 89, 395, 374, 0, 307, 223, 1, 130, 93, 2, 123, 108, 3, 103, 89, 4, 106, 97, 17, 308, 307, 19, 105, 104, 20, 21, 21, 21, 14, 14, 42, 405, 405, 43, 171, 171, 49, 389, 389, 59, 303, 303)
(73, 39289, 89, 405, 384, 0, 313, 227, 1, 133, 96, 2, 125, 110, 3, 105, 91, 4, 111, 102, 17, 315, 314, 19, 105, 104, 20, 21, 21, 21, 14, 14, 42, 416, 416, 43, 178, 178, 49, 400, 400, 59, 311, 311)
(73, 39289, 17, 324, 323, 19, 105, 104, 20, 22, 22, 21, 14, 14, 42, 427, 427, 43, 180, 180, 49, 410, 410, 59, 318, 318, 89, 417, 396, 0, 322, 233, 1, 137, 98, 2, 128, 113, 3, 110, 95, 4, 114, 105)
(73, 39289, 21, 14, 14, 42, 438, 438, 43, 188, 188, 49, 421, 421, 59, 328, 328, 89, 426, 404, 0, 330, 238, 1, 140, 100, 2, 131, 116, 3, 114, 99, 4, 115, 106, 17, 329, 328, 19, 106, 105, 20, 22, 22)
(73, 39289, 21, 15, 15, 42, 448, 448, 43, 188, 188, 49, 431, 431, 59, 335, 335, 89, 436, 414, 0, 338, 243, 1, 142, 102, 2, 132, 117, 3, 118, 102, 4, 119, 109, 17, 339, 338, 19, 107, 106, 20, 22, 22)
(73, 39289, 89, 444, 420, 0, 344, 247, 1, 143, 103, 2, 133, 118, 3, 119, 103, 4, 123, 112, 17, 345, 344, 19, 110, 109, 20, 24, 24, 21, 17, 17, 42, 459, 459, 43, 197, 197, 49, 440, 440, 59, 342, 342)
(73, 39289, 89, 454, 429, 0, 351, 250, 1, 146, 105, 2, 136, 120, 3, 121, 105, 4, 126, 114, 17, 356, 355, 19, 115, 114, 20, 26, 26, 21, 19, 19, 42, 470, 470, 43, 197, 197, 49, 450, 450, 59, 351, 351)
(73, 39289, 89, 463, 438, 0, 357, 255, 1, 150, 108, 2, 141, 123, 3, 123, 107, 4, 128, 116, 17, 360, 359, 19, 118, 117, 20, 27, 27, 21, 20, 20, 42, 480, 480, 43, 205, 205, 49, 458, 458, 59, 355, 355)
(73, 39289, 17, 370, 369, 19, 122, 121, 20, 27, 27, 21, 20, 20, 42, 490, 490, 43, 207, 207, 49, 465, 465, 59, 364, 364, 89, 472, 447, 0, 362, 260, 1, 151, 109, 2, 144, 126, 3, 127, 111, 4, 129, 117)
(73, 39289, 89, 482, 457, 0, 371, 267, 1, 155, 113, 2, 146, 128, 3, 130, 114, 4, 132, 119, 17, 376, 375, 19, 123, 122, 20, 27, 27, 21, 21, 21, 42, 501, 501, 43, 213, 213, 49, 474, 474, 59, 369, 369)
(73, 39289, 89, 489, 464, 0, 375, 271, 1, 156, 114, 2, 149, 130, 3, 136, 119, 4, 133, 120, 17, 384, 383, 19, 124, 123, 20, 27, 27, 21, 21, 21, 42, 511, 511, 43, 217, 217, 49, 483, 483, 59, 378, 378)
(73, 39289, 89, 499, 474, 0, 384, 276, 1, 160, 117, 2, 155, 136, 3, 139, 121, 4, 134, 121, 17, 391, 390, 19, 125, 124, 20, 28, 28, 21, 21, 21, 42, 521, 521, 43, 220, 220, 49, 492, 492, 59, 383, 383)
(73, 39289, 89, 506, 481, 0, 388, 279, 1, 161, 118, 2, 157, 138, 3, 142, 124, 4, 137, 123, 17, 396, 395, 19, 126, 125, 20, 28, 28, 21, 21, 21, 42, 530, 530, 43, 227, 227, 49, 501, 501, 59, 390, 390)
(73, 39289, 21, 21, 21, 42, 540, 540, 43, 227, 227, 49, 510, 510, 59, 397, 397, 89, 516, 491, 0, 394, 285, 1, 164, 120, 2, 160, 140, 3, 144, 125, 4, 142, 127, 17, 407, 406, 19, 130, 128, 20, 31, 31)
(73, 39289, 89, 525, 500, 0, 400, 290, 1, 167, 122, 2, 165, 144, 3, 145, 125, 4, 147, 131, 17, 409, 408, 19, 131, 129, 20, 31, 31, 21, 21, 21, 42, 550, 550, 43, 236, 236, 49, 519, 519, 59, 401, 401)
(73, 39289, 59, 409, 409, 89, 532, 507, 0, 405, 295, 1, 172, 127, 2, 169, 148, 3, 149, 128, 4, 148, 132, 17, 420, 419, 19, 133, 131, 20, 31, 31, 21, 21, 21, 42, 561, 561, 43, 237, 237, 49, 529, 529)
(73, 39289, 21, 21, 21, 42, 571, 571, 43, 244, 244, 49, 535, 535, 59, 412, 412, 89, 543, 518, 0, 416, 301, 1, 176, 131, 2, 172, 151, 3, 154, 132, 4, 153, 137, 17, 425, 424, 19, 134, 132, 20, 32, 32)
(73, 39289, 21, 21, 21, 42, 581, 581, 43, 247, 247, 49, 543, 543, 59, 422, 422, 89, 552, 527, 0, 421, 306, 1, 177, 132, 2, 175, 154, 3, 156, 134, 4, 153, 137, 17, 434, 433, 19, 136, 134, 20, 33, 33)
(73, 39289, 21, 22, 22, 42, 590, 590, 43, 249, 249, 49, 550, 550, 59, 427, 427, 89, 561, 535, 0, 430, 313, 1, 179, 132, 2, 178, 155, 3, 160, 137, 4, 157, 141, 17, 440, 439, 19, 139, 137, 20, 33, 33)
(73, 39289, 89, 570, 544, 0, 434, 315, 1, 181, 134, 2, 180, 157, 3, 162, 139, 4, 158, 141, 17, 447, 446, 19, 140, 138, 20, 33, 33, 21, 22, 22, 42, 600, 599, 43, 256, 256, 49, 560, 560, 59, 435, 435)
(73, 39289, 21, 22, 22, 42, 609, 608, 43, 256, 256, 49, 569, 569, 59, 443, 443, 89, 580, 554, 0, 441, 321, 1, 183, 136, 2, 184, 161, 3, 163, 140, 4, 160, 143, 17, 457, 456, 19, 141, 139, 20, 33, 33)
(73, 39289, 89, 589, 561, 0, 448, 325, 1, 186, 139, 2, 186, 162, 3, 163, 140, 4, 162, 145, 17, 463, 462, 19, 143, 141, 20, 35, 35, 21, 25, 25, 42, 620, 619, 43, 265, 265, 49, 577, 577, 59, 449, 449)
(73, 39289, 17, 474, 473, 19, 147, 145, 20, 37, 37, 21, 25, 25, 42, 631, 630, 43, 266, 266, 49, 586, 586, 59, 457, 457, 89, 598, 569, 0, 455, 330, 1, 190, 143, 2, 190, 162, 3, 167, 144, 4, 167, 149)
(73, 39289, 89, 608, 579, 0, 463, 336, 1, 192, 144, 2, 193, 165, 3, 169, 146, 4, 172, 154, 17, 477, 476, 19, 148, 146, 20, 37, 37, 21, 26, 26, 42, 643, 642, 43, 275, 275, 49, 598, 598, 59, 465, 465)
(73, 39289, 59, 474, 474, 89, 618, 589, 0, 469, 341, 1, 196, 147, 2, 195, 167, 3, 171, 148, 4, 173, 155, 17, 488, 487, 19, 152, 150, 20, 37, 37, 21, 26, 26, 42, 654, 653, 43, 276, 276, 49, 607, 607)
(73, 39289, 21, 26, 26, 42, 663, 662, 43, 282, 282, 49, 615, 615, 59, 477, 477, 89, 628, 599, 0, 478, 345, 1, 201, 152, 2, 198, 170, 3, 175, 151, 4, 178, 160, 17, 490, 489, 19, 153, 151, 20, 38, 38)
(73, 39289, 89, 636, 607, 0, 482, 349, 1, 203, 153, 2, 199, 171, 3, 177, 153, 4, 180, 162, 17, 500, 499, 19, 156, 154, 20, 38, 38, 21, 26, 26, 42, 674, 673, 43, 286, 286, 49, 626, 626, 59, 486, 486)
(73, 39289, 89, 645, 615, 0, 492, 354, 1, 207, 155, 2, 204, 176, 3, 182, 158, 4, 184, 166, 17, 505, 504, 19, 157, 155, 20, 39, 39, 21, 26, 26, 42, 684, 683, 43, 290, 290, 49, 635, 635, 59, 489, 489)
(73, 39289, 89, 655, 621, 0, 500, 360, 1, 209, 156, 2, 207, 179, 3, 185, 159, 4, 186, 167, 17, 515, 514, 19, 161, 159, 20, 40, 40, 21, 26, 26, 42, 695, 694, 43, 296, 296, 49, 644, 644, 59, 499, 499)
(73, 39289, 17, 524, 523, 19, 164, 162, 20, 41, 41, 21, 26, 26, 42, 706, 705, 43, 299, 299, 49, 655, 655, 59, 506, 506, 89, 667, 631, 0, 512, 368, 1, 214, 159, 2, 208, 180, 3, 188, 162, 4, 188, 169)
(73, 39289, 89, 673, 637, 0, 516, 371, 1, 218, 162, 2, 209, 181, 3, 191, 165, 4, 191, 172, 17, 531, 530, 19, 166, 164, 20, 41, 41, 21, 26, 26, 42, 716, 715, 43, 306, 306, 49, 665, 665, 59, 512, 512)
(73, 39289, 89, 684, 648, 0, 524, 374, 1, 223, 166, 2, 214, 186, 3, 195, 169, 4, 193, 174, 17, 540, 539, 19, 167, 165, 20, 41, 41, 21, 27, 27, 42, 727, 726, 43, 306, 306, 49, 676, 676, 59, 518, 518)
(73, 39289, 89, 692, 656, 0, 530, 378, 1, 226, 169, 2, 215, 187, 3, 197, 171, 4, 195, 176, 17, 542, 541, 19, 168, 166, 20, 41, 41, 21, 27, 27, 42, 736, 735, 43, 315, 315, 49, 685, 685, 59, 525, 525)
